Name,Price
Prana Organic Whole Black Chia Seeds,$7.99
Elan Organic Chia Seeds,$5.99
Bobs Red Mill Gluten Free Pancake Mix,$8.49
"PC Organics Dry Roasted Pumpkin Seeds, Salted",$4.49
Manitoba Harvest Hemp Hearts,$8.99
"President's Choice Hemp Hearts, Club Pack",$19.99
Bobs Red Mill 1 To 1 Gluten Free  Baking Flour,$13.99
Elan Organic Pumpkin Seeds,$5.99
Bobs Red Mill Flaxseed Meal Whole Ground,$6.99
President's Choice Hemp Hearts Raw Shelled Hemp Seeds,$7.49
Bobs Red Mill Chia Seeds Premium Whole Organic,$9.49
Elan Organic Sunflower Seeds,$2.99
"Enjoy Life Chocolate Mega Chunks, Semi-Sweet",$6.99
Krisda Semi Sweet Chocolate Chips,$9.99
PC Organics Organic Jumbo Raisins Canister,$8.99
PC Organics Organic Coconut Sugar,$6.49
Bobs Red Mill All-Purpose Baking Flour Gluten Free,$6.99
Elan Organic Raw Brazil Nuts,$8.99
Bobs Red Mill Almond Flour Super Fine,$16.49
PC Organics Organic Dried Mango,$8.99
President's Choice Fine Grind Almond Flour,$19.99
"PC Organics Organic Flour, Whole Wheat",$9.99
PC Organics Organic Whole Flaxseed,$5.99
Bobs Red Mill Baking Soda,$4.79
Bobs Red Mill Whole Flaxseed,$4.99
Manitoba Harvest Hemp Hearts,$16.99
PC Organics Organic Cocoa Powder,$6.99
Bobs Red Mill Textured Vegetable Protein,$5.49
PC Organics Whole Raw Cashews 200 g,$6.49
PC Organics Raw Walnut Halves & Pieces,$6.99
Bobs Red Mill Flaxseed Meal Whole Ground,$11.99
Bobs Red Mill Flour Tapioca,$6.49
Krisda Monk Fruit Sweetener,$9.49
PC Organics Original Pancake Mix,$5.49
Enjoy Life Regular Sized Dark Chocolate Morsels,$6.99
PC Organics Organic Dried Apricots,$6.49
Bobs Red Mill Coconut Flour Organic,$8.49
Simply Organic Organic Oregano Leaf,$6.49
Bobs Red Mill Paleo Pancake And Waffle,$14.99
Simply Organic Rosemary,$9.29
Wholesome Sweeteners Whole Organic Raw Blue Agave Syrup,$12.99
Bobs Red Mill Grain Free Blueberry Muffin Mix,$7.99
Three Farmers Snacks To Go Variety Pack,$27.99
Wholesome Sweeteners Organic Fair Trade Sugar,$8.99
Simply Delish Jel Dessert Strawberry,$3.99
Wholesome Sweeteners Organic Blue Agave Syrup,$12.99
Wholesome Sweeteners Organic Coconut Palm Sugar,$8.99
Wholesome Sweeteners Organic Dark Brown Sugar,$7.49
PC Organics Organic Vanilla Extract,$10.99
Cocoa Camino Semi-Sweet Chocolate Chips,$7.99
Swerve Granular,$11.99
Elan Oh Mega Mix Organic,$5.99
Camino Baking Chocolate 100% Unsweetened,$7.49
Simply Organic Ground Ceylon Cinnamon,$11.49
Cocoa Camino Organic Cocoa Powder,$7.49
PC Organics Organic Cinnamon Ground,$5.99
Cold Grind Steak Spice Case,$2.99
Anita's Organic Mill Flour Blends 60/40 Baker'S Blend Flour,$19.99
Oak Manor Organic Oat Flakes,$8.49
Bobs Red Mill Hemp Seed Hearts Hulled,$11.99
Simply Organic Almond Extract,$8.69
Simply Organic Vanilla Extract,$14.99
Anita's Organic Mill Unbleached All Purpose Flour,$23.99
PC Organics Organic Ground Nutmeg,$5.49
Prana Organic Extaze Sea Salted Cashews,$8.49
PC Organics Organic Black Chia Seed,$15.99
Prana Shelled Hemp Seeds and Whole Black Chia,$11.49
Prana Sumsuma Sesame Squares,$5.99
Grain Zero Baking Mix With Almond Flour Muffin Mix,$14.99
Bobs Red Mill Starch/Flour Arrowroot,$8.49
"Bobs Red Mill Unbleached All-Purpose Flour, White",$8.49
Simply Organic Fajita Seasoning,$2.99
Elan Chia Walnuts Organic,$8.99
Bobs Red Mill Shredded Coconut Unsweetened,$6.49
Liva 100% Pure Date Powder,$12.99
PC Organics Brown Rice Flour,$4.59
Cup4Cup Gluten Free Pancake & Waffle Mix,$21.99
Bobs Red Mill Gluten Free Cornbread Mix,$5.49
Cocoa Camino Bitter Sweet Chocolate Chip,$7.99
Prana Whole Black Chia and Flax,$6.49
Cold Grind Chipotle Southwest Powder,$2.99
"Herbamare Seasoning, Zesty",$6.99
Simply Organic Whole Black Peppercorns,$8.99
Camino Golden Cane Sugar,$8.49
Simply Organic Crushed Red Pepper,$6.49
Bobs Red Mill Potato Starch Unmodified,$8.49
Bobs Red Mill Buckwheat Grain,$7.99
PC Organics Coconut Flour,$8.99
PC Organics Organic Garlic Powder,$5.99
Fruit d'Or Organic Whole & Juicy Dried Cranberries,$2.99
CanMar Organic Milled Roasted Hemp Seed,$7.99
"President's Choice Gluten Free Cookie Mix, Chocolate Chip",$6.49
Bobs Red Mill Grain Free Brownie Mix,$7.49
Organic Traditions Organic Goji Berries,$17.99
President's Choice Gluten Free Chocolate Cake Mix,$6.49
Bulk Organic Cacao Nibs,$10.99
Prana Ground Black Chia + Probiotics,$7.99
Prana Organic Raw Cacao Powder,$12.99
PC Organics Sliced Almonds,$8.99
Cache Cuisine Jellicious  Tropical Twister,$4.59
"PC Organics Dry-Roasted Peanuts, Salted",$10.99
"Healthy Crunch Vegan Chocolate Chips, White Chocolate",$10.49
PC Organics Salted Mixed Nuts,$7.49
Elan Coconut Cashews Organic,$8.99
Simply Organic Madagascar Vanilla Extract,$14.99
PC Organics Fine Grind Almond Flour,$15.99
Prana Organic Raw Walnuts,$13.49
"Herbamare Seasoning, Original",$6.99
PC Organics Organic Smoked Paprika,$5.49
Bobs Red Mill Gluten Free Pizza Crust Mix,$6.49
Simply Organic Lemon Flavour,$8.99
Elan Organic Hemp Seeds,$8.49
Bobs Red Mill Egg Replacer,$5.99
Carbonaut Baking Mix,$15.49
PC Organics Organic Chocolat Chips Bittersweet,$26.99
PC Organics Organic Chili Powder,$5.49
Lulubelle & Co Gluten-Free Flour Mix All-Purpose Flour,$14.99
Elan Pecans,$8.99
President's Choice Gluten Free Yellow Loaf Cake Mix,$6.49
"Prana ProactivChia, Whole Black",$7.99
Swerve Icing Sugar,$11.99
Wholesome Sweeteners Organic Light Brown Sugar,$7.49
Bobs Red Mill Buckwheat Flour,$7.49
PC Organics Raw Walnuts Halves Pieces 1 kg,$25.99
Bakers Supply House Organic Baking Powder,$6.49
Bobs Red Mill Choc Chip Cookie Mix,$8.49
PC Organics Organic Cardamom Ground,$10.99
Cup4Cup Chocolate Brownie Mix Gluten Free,$16.99
PC Organics Organic Cayenne Pepper,$5.99
Elan Organic Sea Salted Pistachios,$8.99
Redmond Gourmet All Natural Sea Salt,$14.99
Prana Organic Goji Berries,$13.99
PC Organics Organic Turmeric Ground,$5.99
PC Organics Organic Thyme Leaves,$5.49
Wholesome Sweeteners Organic Blue Agave,$17.99
Bobs Red Mill White Rice Flour,$5.99
Prana Organic Raw Hazelnuts,$13.49
"Healthy Crunch Vegan Chocolate Chips, 70% Dark Chocolate",$10.49
Bobs Red Mill Whole Wheat Flour,$8.99
PC Organics Raw Pine Nuts,$16.99
Made with Local Real Food Bar! Granola Bar Mix Cranberry,$9.99
Bobs Red Mill Super-Fine Natural Almond Flour,$15.99
Bobs Red Mill Brown Rice Flour,$6.49
Grain Zero Baking Mix With Almond Flour Cookie Mix,$14.99
Elan Acai Blueberry Cashew Organic,$8.99
"PC Organics Dry-Roasted Pumpkin Seeds, Salted 1 kg",$12.99
Elan Sweet Salty Mix Organic,$5.99
Duinkerken Muffin Premium Gluten Free Baking Mix,$6.99
Organic Coconut Smiles,$3.99
PC Organics Organic Black Chia Seed,$7.99
PC Organics Organic Pitted Dates,$6.49
Prana Organic Ground Chia Seeds,$7.99
Elan Organic Ginger Chunks,$7.99
Prana Organic Nirvana Sea Salted Almonds,$8.49
Bobs Red Mill Brownie Mix,$7.49
Grain Zero Almond Flour,$14.99
PC Organics Organic Dried Goji Berries,$9.49
"Anita's Organic Mill Organic Sprouted Spelt Flour, Whole Grain",$12.99
NOLA Baking Co. Pancake Mix Original,$13.99
Wholesome Sweeteners Organic Molasses,$8.49
Lulubelle & Co Gluten-Free Muffin Mix Chocolate,$7.99
Prana Organic Medjool Dates,$12.99
PC Organics Stone Ground Quinoa Flour,$10.99
Simply Delish Raspberry Jel Dessert,$3.99
Simply Organic Taco Seasoning,$2.99
"Prana Annapurna, Almond-Goji-Cranberry",$6.99
Elan Matcha Almonds Organic,$9.99
PC Organics Organic Cocoa Nibs,$9.99
Manitoba Harvest Organic Hemp Hearts,$23.99
Prana Go Nuts Maple Nuts,$9.29
CanMar Golden Flax Flour,$7.99
Simply Organic Coriander,$9.99
Cache Cuisine Jellicious  Wicked Watermelon,$4.59
Elan Organic Walnuts,$8.99
Simply Organic Peppermint Flavour,$8.99
Oak Manor Organic Whole Spelt Flour,$10.99
PC Organics Organic Agave Syrup,$9.99
Made with Local Real Food Bar! Granola Bar Mix,$9.99
Bobs Red Mill Super Fine Almond Flour,$28.99
Hockley Valley Light Spelt Flour,$26.99
Carbonaut Brownie Mix,$18.79
Tootsie Organic Raw Cashews,$8.99
PC Organics Organic Dried Cranberries,$9.49
PC Organics Organic Milled Black Chia Seeds,$4.49
Elan Organic Himalayan Sunshine,$5.99
"PC Organics Cherries, Cranberries & Dark Chocolate Trail Mix",$5.99
Prana Organic Samadhi Tamari Almonds,$8.49
Duinkerken White Bread Premium Gluten Free Baking Mix,$6.99
Prana Organic Whole White Chia Seeds,$7.99
"President's Choice Gluten Free Cake Mix, Golden",$6.49
Prana Organic Amandine Maple Almonds,$8.49
Duinkerken Cheddar Cheese Biscuit Premium Gluten Free Baking Mix,$6.99
Swerve Brown Sugar,$11.99
PC Organics Organic Chocolate Extract,$4.49
PC Organics Organic Paprika,$5.99
CanMar Organic Whole Roasted Hemp Seed,$7.99
Cha's Organics Thai Green Curry Paste with Dried Herbs,$7.49
Bobs Red Mill Artisan Bread Flour,$12.99
Krisda Stevia Extract,$8.99
Simply Organic Ground Organic Root Turmeric,$5.49
Wholesome Sweeteners Organic Icing Sugar,$6.99
Cold Grind Garam Masala,$2.99
PATIENCE FRUIT & CO Organic Classic Fruit Blend 196 g,$5.99
Prana Premium Salty Mix Fuji,$6.99
PC Organics Organic Cumin Ground,$5.99
Cold Grind Cajun,$2.99
PC Organics Chopped Raw Walnuts,$6.29
Prana Deluxe Chocolate Mix Kilimanjaro Family Size,$11.49
PC Organics Chopped Raw Pecans,$8.49
Anita's Organic Mill Whole Wheat Flour,$23.99
PC Organics Organic Dried Figs,$8.99
Anita's Organic Mill White Flour Unbleached Pizza & Pasta Flour Type 00,$9.99
President's Choice Super Fine Xanthan Gum,$6.49
Prana Machu Pichu Organic Exotic Fruits & Nuts Trail Mix,$6.99
Planet Hemp Superfood Super-Seeds Original,$7.99
Bobs Red Mill Rolled Oats Old Fashioned Organic,$5.99
Simply Delish Chocolate Instant Pudding,$3.99
"PC Organics Organic Pure Vanilla Extract, Club Size",$15.99
Cold Grind Grind Bbq Chicken,$2.99
Simply Delish Instant Pudding Strawberry,$3.99
CanMar Golden Roasted Flax Seed,$4.99
Cache Cuisine Jellicious  Berry Blast,$3.99
PC Organics Whole Raw Almonds,$7.99
Manitoba Harvest Organic Hemp Hearts,$13.99
Prana Organic Non Roasted Cashews,$13.49
Tootsie Organic Raw Almonds,$9.99
Prana Kilimanjaro Organic Deluxe Chocolate Trail Mix,$6.99
"Muir Glen Organic Diced Tomatoes, Fire Roasted",$6.49
PC Organics Red Kidney Beans,$1.99
Muir Glen Fire Roasted Crushed Tomatoes,$6.49
Muir Glen Organic Diced Tomatoes,$6.49
"PC Organics Organic Mushrooms, Pieces & Stems",$2.49
Bioitalia Organic Chopped Tomatoes,$3.79
Bioitalia Organic Lentils,$3.49
Bioitalia Organic Tomato Paste,$5.99
"Raincoast Wild Skipjack Tuna, No Seasalt",$5.49
"Raincoast Wild Pacific Sardines, Spring Water",$3.99
"Raincoast Wild Pink Salmon, No Added Salt",$4.49
Raincoast Wild Skinless Boneless Sockeye Salmon,$6.99
Muir Glen Organic Crushed Tomatoes with Basil,$6.49
Raincoast Wild Skipjack Tuna with Sea Salt,$5.49
"Raincoast Wild Solid White Albacore Tuna, No Salt Added",$7.49
Savor Organic Fines Capers In Brine,$4.99
Bioitalia Organic Peeled Tomatoes,$3.79
Raincoast Wild Skinless Boneless Pink Salmon,$4.49
"Raincoast Wild Sockeye Salmon, No Added Salt",$5.99
Raincoast Wild Solid White Albacore Tuna,$7.49
"Raincoast Wild Pacific Sardines, Tomato Sauce",$3.99
Savor Organic Sundried Tomatoes In Oil,$7.99
Safe Catch Wild Albacore Tuna Nosalt,$7.99
Gratitude Seafood Canadian Atlantic Salmon,$5.99
Savor Green Olives Stuffed With Red Peppers,$5.99
Savor Organic Roasted Red Peppers,$6.99
Safe Catch Wildalbaco Tuna Salted,$7.99
Savor Kalamata Olives Whole,$5.99
Raincoast Wild Sockeye Salmon,$5.99
Cha's Organics Pineapple Chunks In Juice,$5.99
Cha's Organics Young Jackfruit In Brine Organic,$5.99
Cha's Organics Mango Chunks In Juice,$5.99
Filsingers Organic Apple Sauce,$5.99
"Annie's Pasta, Shells With Cheddar",$1.99
"Annie's Macaroni & Cheese, Shells & White Cheddar",$1.99
"Annie's Macaroni & Cheese, Classic Mild Cheddar",$1.99
"Annie's Pasta, Bunny Shape With Cheese",$1.99
PC Organics Organic Chicken Broth,$3.49
PC Organics Vegetable Broth,$3.49
PC Organics Organic Chicken Broth Reduced Sodium,$3.49
"Annie's Homegrown Macaroni & Cheese, Rice Pasta & Cheddar, Gluten Free, 3 Servings",$3.99
Imagine Chicken Bone Broth,$5.99
Go Bio Organic Chicken Bouillon Cubes,$3.69
PC Organics Quinoa,$4.99
Annie's Annie's Rice Pasta Shells & White Cheddar Cheese,$3.99
"Amys Organic Soup, Lentil",$5.49
PC Organics Brown Rice Fusilli Pasta,$2.49
"Imagine Organic Soup, Creamy Butternut Squash",$5.99
"Imagine Organic Low Sodium Broth, Beef",$5.99
Rizopia Brown Rice Lasagna,$3.69
"Amys Organic Soup, Split Pea",$5.49
"Imagine Organic Low Sodium Soup, Creamy Tomato",$5.99
Rizopia Brown Rice Fusilli,$2.79
Rizopia Vegetable Rice Fusilli,$2.49
Go Bio Organic Beef Bouillon Cubes,$3.69
Go Bio Organic Vegetable Bouillon Cubes,$3.69
"Amys Organic Soup, Fire Roasted Southwestern Vegetable",$5.49
"Amys Organic Soup, Vegetable Barley",$5.49
Rizopia Pasta Brown Rice Penne,$2.79
PC Organics Organic Long Grain White Rice,$5.49
PC Organics Brown Rice Spaghetti,$2.49
"Imagine Organic Low Sodium Broth, Vegetable",$5.99
Rizopia Brown Rice Elbows,$2.79
PC Organics Organic Long Grain Brown Rice,$4.99
"Imagine Organic Low Sodium Broth, Chicken",$5.99
Pacific Foods Organic Creamy Tomato Soup,$7.49
PC Organics Organic Quinoa,$19.99
PC Organics Organic Red Lentils,$3.29
GoGo Quinoa Rice & Quinoa Spaghetti Pasta,$4.49
Rizopia Pasta Brown Rice Spagetti,$2.79
Annie's Vegan Mac Macaroni & Sauce Macaroni & Cheddar Flavour,$4.49
Chickapea Spirals Pasta,$6.99
PC Organics Organic Golden & Black Quinoa,$4.99
Rizopia Brown Rice Shells,$2.79
"Amys Organic Soup, Lentil Vegetable",$5.49
Daiya Cheddar Flavour Plant-Based Deluxe Mac & Cheeze,$5.99
President's Choice Gluten Free Homestyle Seasoned Stuffing Mix,$5.29
GoGo Quinoa Rice & Quinoa Fusilli Pasta,$4.49
PC Organics Organic Brown And Wild Rice Blend,$8.49
President's Choice Gluten Free Spaghetti,$3.99
PC Organics Organic Long Grain Brown Rice,$9.99
Go Bio Organic Chicken Bouillon Cubes No Salt Added,$3.69
PC Organics Organic Green Lentils,$3.29
Sprague Tuscany Style Minestrone Organic Soup,$5.99
Explore Cuisine Penne Green Lentil Organic,$6.49
Lundberg Organic Brown Short Grain Rice,$10.99
nuPasta the Low Calorie Pasta Organic Konjac Angel Hair,$4.99
"Casbah Couscous, Lemon Spinach",$5.99
Casbah Falafel Mix,$5.99
Annie's Vegan Mac Macaroni & Sauce Sweet Potato Pumpkin Shells,$4.49
nuPasta Organic Fettuccine,$4.99
Daiya Cheddar Flavour Deluxe Sauce,$8.49
Go Bio Organic Yeast-Free Vegetable Broth Powder,$8.99
Ecoideas Jackfruit Original Shreds Organic,$6.99
Annie's Shells & Cheddar Rice Pasta & Cheese Sauce,$8.49
GoGo Quinoa Organic Royal Tri-color Quinoa,$22.99
Chickapea Penne Pasta,$6.99
GoGo Quinoa Organic Royal Tri-color Quinoa,$6.99
PC Organics Organic White Basmati,$7.99
Rizopia Brown Rice Spaghetti,$2.79
Pasta Toscana Fusilli Super Organic,$2.49
Bioitalia Organic Pasta Linguine,$2.99
Lundberg Organic California Brown Basmati Rice,$15.99
Zeroodle Spaghetti Organic Black Bean,$5.99
Better Than Bouillon Organic Seasoned Vegetable Base,$13.29
Imagine Organic Broth - Chicken,$5.99
Kettle Bone Broth Classic Beef,$11.99
"Amys Lower In Sodium Organic Soup, Minestrone",$5.49
Chickapea Organic Pasta Spaghetti,$6.99
Inca's Gold Organic Quinoa White,$8.99
"Annie's Homegrown Macaroni & Cheese, White Cheddar, Microwavable",$2.79
President's Choice Gluten Free Couscous,$4.29
Ecoideas Jackfruit Spicy Bbq Shreds Organic,$6.99
Felicetti Organic Durum Wholewheat Semolina Pasta Penne Rigate,$3.29
Go Bio Low Sodium Chicken Broth Powder,$6.99
Chickapea Shells Pasta,$6.99
Annie's Homegrown Deluxe Rich & Creamy Shells & Cheddar Macaroni & Cheese Sauce,$7.99
"Floating Leaf Wild Rice & Quinoa, Whole Grain & Lentils",$5.49
Bioitalia Organic Alimentary Pastas Lasagne,$4.99
Felicetti Organic Spelt Wholewheat Flour Pasta Penne Rigate,$3.29
"Annie's Macaroni & Cheese, Rice Pasta & Cheddar",$2.79
Lundberg Organic Brown Long Grain Rice,$10.99
"Casbah Quinoa, Whole Grain",$5.99
Lundberg Organic California White Sushi Rice,$15.99
Pasta Toscana Penne Rigate N°98 Organic 100% Organic Durum Wheat Semolina Pasta,$2.49
Explore Cuisine Black Bean Spaghetti,$6.49
"Go Bio Organic Vegetable Bouillon Cubes, Yeast-Free",$3.69
Pacific Foods Organic Vegetable Broth,$7.49
Kettle Bone Broth Turmeric Ginger Organic,$11.99
Yorkshire Valley Farms Organic Chicken Noodle Soup,$6.49
Kettle Bone Broth Classic Chicken Organic,$11.99
Lundberg Wild Blend Rice,$8.49
Pasta Toscana Whole Wheat 100% Organic Durum Semolina Pasta With Ground Flax Seed,$2.49
Lundberg White Arborio Rice,$15.99
Casbah Quinoa & Brown Rice Herb & Garlic,$5.99
PC Organics Organic Red Lentil Rice Penne,$4.79
Zeroodle Organic Edamame,$5.99
Casbah Spanish Pilaf,$5.99
Explore Cuisine Organic Red Lentil Penne,$6.49
PC Organics Quinoa Rice Spaghetti,$4.79
Bioitalia Organic Pasta Spaghettini,$2.99
PC Organics Organic Chickpea Rice Fusilli,$4.79
Felicetti Organic Spelt Wholewheat Flour Pasta Spaghetti,$3.29
"Annie's Macaroni & Cheese, Grass Fed Classic Mild Cheddar",$4.79
Casbah Tabouli Garden Wheat Salad Mix,$5.99
Inca's Gold Organic Quinoa Flakes,$8.99
"PC Organics Organic Pasta, Penne Rigate",$3.49
Felicetti Organic Durum Wheat Semolina Pasta With Tomatoes And Spinach Spaghetti,$3.29
Daiya Cheddar Jalapeño Flavour Plant-Based Deluxe Mac & Cheeze,$5.49
"Lundberg Jasmine Rice, White",$15.99
"Annie's Macaroni & Cheese, Shells & White Cheddar, Organic and Grass-Fed, 3 Servings",$4.79
Lotus Millet & Brown Rice Ramen,$3.49
Pacific Foods Organic Beef Broth,$7.49
Pacific Foods Plant-Based Chili Organic Fire Roasted Vegetable,$5.99
"MOONG PANi Roasted Garlic, Black Pepper & Turmeric Mung Bean Sipping Broth",$16.99
Pacific Foods Organic Chicken Broth Low Sodium,$7.49
From Japan Light Sweet Miso,$7.99
"Amys Organic Soup, Alphabet",$5.49
"MOONG PANi Ginger Lemon, Cilantro & Turmeric Mung Bean Sipping Broth",$16.99
From Japan Brown Rice Miso,$7.99
Yorkshire Valley Farms Organic Chicken + Rice Soup,$6.49
Lundberg California White Jasmine Rice,$10.99
GoGo Quinoa Rice & Amaranth Penne Pasta,$4.49
Annie's Shells & White Cheddar Macaroni & Cheese,$28.99
"Amys Organic Soup, Cream Of Mushroom",$5.49
"Pacific Foods Organic Red Pepper & Tomato Soup, Light Sodium",$7.49
Sprague Mediterranean Lentil  Organic Soup,$5.99
Ecoideas Jackfruit Spicy Mexican Shreds Organic,$6.99
Bioitalia Organic Durum Wheat Semolina Pasta Penne Rigate,$2.99
"Amys Organic Soup, Black Bean Vegetable",$5.49
PC Organics Organic White Jasmine Rice,$7.49
"Bioitalia Organic Drum Wheat Semolina Pasta, Macaroni",$2.99
Chickapea Oven-Ready Lasagne,$8.49
Casbah Quinoa & Ancient Grains,$5.99
Zeroodle Oat Spaghetti,$5.99
"Go Bio Organic Bouillon Cubes, Vegetable",$3.69
Pacific Foods Pacific Organic Roasted Red Pepper & Tomato Soup,$7.49
PC Organics Organic Navy Beans,$3.29
Pacific Foods Organic Chicken Broth,$7.49
Pacific Foods Organic Cashew Carrot Ginger Soup,$7.49
President's Choice Gluten Free Fusilli,$3.99
"MOONG PANi Mint, Lime & Turmeric Mung Bean Sipping Broth",$16.99
Pacific Foods Condensed Soup Cream Of Mushroom Organic,$4.29
Zeroodle Rice Oat,$5.99
Inca's Gold Quinoa Organic Black,$13.49
Sprague Coconut Curry Sweet Potato Organic Soup,$5.99
PC Organics Organic Rotini,$3.49
Explore Cuisine Chickpea Fusilli,$6.49
GoGo Quinoa Rice & Quinoa Macaroni Pasta,$4.49
Pasta Toscana 100% Organic Durum Wheat Semolina Pasta Bronze Drawn Farfalle N° 201 Organic,$2.49
Pasta Toscana Whole Wheat 100% Organic Durum Semolina Pasta with Ground Flax Seed,$2.49
"Annie's Macaroni & Cheese, Classic Cheddar",$11.99
Inca's Gold Quinoa Organic Red,$12.49
Geovita Organic Wheat Barley oat,$7.99
Sprague Tomato Red Pepper Organic Soup,$5.99
Bioitalia Fusilli,$2.99
Geovita Organic Rice and Lentil Blend,$7.99
GoGo Quinoa Mac & Vegan Cheese,$4.29
President's Choice Gluten Free Penne Rigate,$3.99
Better Than Bouillon Roasted Chicken Base Organic,$13.29
Pacific Foods Plant-Based Chili Organic White Bean Verde,$5.99
Pacific Foods Plant-Based Chili Organic Harvest Black Bean,$5.99
Pasta Toscana Spaghetti N° 6 Organic 100% Organic Durum Wheat Semolina Pasta,$2.49
Bioitalia Organic Spaghetti,$2.99
Quinta Quinoa Canadian Grown Quinoa,$10.99
Dainty Organic Basmati Rice,$5.49
PC Organics Organic Spaghetti,$3.49
"Lundberg Risotto, Garlic Primavera",$5.99
Daiya Alfredo Flavour Plant-Based Deluxe Mac & Cheeze,$5.99
PC Organics Organic Split Green Peas,$3.29
Daiya Alfredo Flavour Deluxe Sauce,$8.49
Pasta Toscana Whole Wheat 100% Organic Durum Whole Wheat Semolina Pasta,$2.49
"Annie's Macaroni & Cheese, White Cheddar",$11.99
Felicetti Organic Spelt Wholewheat Flour Pasta Fusilli,$3.29
PC Organics Organic White Basmati,$16.99
PC Organics Organic White Quinoa,$12.99
PC Organics Organic Split Yellow Peas,$3.29
PC Organics Organic Red Kidney Beans,$3.29
PC Organics Quinoa Rice Fusilli,$4.79
"Casbah Couscous, Original",$5.99
